State,District,Market,Commodity,Modal_Price,dt
Uttar Pradesh,Agra,Jagnair,Wheat,2425.0,2025-04-16
Uttar Pradesh,Agra,Jagnair,Wheat,2460.0,2025-07-18
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,2425.0,2025-07-02
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,2425.0,2025-06-02
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,2425.0,2025-06-12
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,2425.0,2025-05-20
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,2425.0,2025-07-22
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,2425.0,2025-06-28
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,2425.0,2025-05-15
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-06-01
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-06-09
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-04-27
Uttar Pradesh,Rampur,Milak,Wheat,2510.0,2025-08-05
Uttar Pradesh,Rampur,Milak,Wheat,2520.0,2025-06-05
Uttar Pradesh,Rampur,Milak,Wheat,2520.0,2025-07-28
Uttar Pradesh,Rampur,Milak,Wheat,2540.0,2025-06-24
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2425.0,2025-05-20
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2425.0,2025-05-17
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2445.0,2025-06-04
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2535.0,2025-07-24
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2540.0,2025-08-07
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2555.0,2025-08-09
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2450.0,2025-05-05
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2460.0,2025-05-11
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2470.0,2025-07-18
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2475.0,2025-06-12
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2480.0,2025-06-05
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2490.0,2025-06-20
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2510.0,2025-08-11
Uttar Pradesh,Rampur,Shahabad,Wheat,2500.0,2025-06-16
Uttar Pradesh,Hardoi,Shahabad(New Mandi),Wheat,2430.0,2025-04-11
Uttar Pradesh,Hardoi,Shahabad(New Mandi),Wheat,2435.0,2025-05-12
Uttar Pradesh,Hardoi,Shahabad(New Mandi),Wheat,2450.0,2025-05-04
Uttar Pradesh,Hardoi,Shahabad(New Mandi),Wheat,2460.0,2025-06-18
Uttar Pradesh,Hardoi,Shahabad(New Mandi),Wheat,2500.0,2025-07-02
Uttar Pradesh,Hardoi,Shahabad(New Mandi),Wheat,2500.0,2025-07-11
Uttar Pradesh,Hardoi,Shahabad(New Mandi),Wheat,2500.0,2025-07-14
Uttar Pradesh,Jaunpur,Shahganj,Wheat,2460.0,2025-05-24
Uttar Pradesh,Jaunpur,Shahganj,Wheat,2440.0,2025-07-19
Uttar Pradesh,Jaunpur,Shahganj,Wheat,2460.0,2025-05-23
Uttar Pradesh,Jaunpur,Shahganj,Wheat,2455.0,2025-04-18
Uttar Pradesh,Jaunpur,Shahganj,Wheat,2480.0,2025-04-22
Uttar Pradesh,Jaunpur,Shahganj,Wheat,2510.0,2025-06-27
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,2455.0,2025-04-17
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,2500.0,2025-07-16
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,2470.0,2025-05-10
Uttar Pradesh,Mathura,Mathura,Wheat,2425.0,2025-04-11
Uttar Pradesh,Mathura,Mathura,Wheat,2450.0,2025-07-04
Uttar Pradesh,Mathura,Mathura,Wheat,2530.0,2025-06-09
Uttar Pradesh,Mathura,Mathura,Wheat,2520.0,2025-06-07
Uttar Pradesh,Jhansi,Mauranipur,Wheat,2550.0,2025-07-31
Uttar Pradesh,Meerut,Mawana,Wheat,2440.0,2025-06-28
Uttar Pradesh,Meerut,Meerut,Wheat,2445.0,2025-04-25
Uttar Pradesh,Meerut,Meerut,Wheat,2450.0,2025-04-23
Uttar Pradesh,Meerut,Meerut,Wheat,2510.0,2025-06-19
Uttar Pradesh,Meerut,Meerut,Wheat,2510.0,2025-06-26
Uttar Pradesh,Meerut,Meerut,Wheat,2510.0,2025-06-28
Uttar Pradesh,Sitapur,Mehmoodabad,Wheat,2445.0,2025-07-22
Uttar Pradesh,Sitapur,Mehmoodabad,Wheat,2460.0,2025-07-27
Uttar Pradesh,Sitapur,Mehmoodabad,Wheat,2470.0,2025-08-09
Uttar Pradesh,Gonda,Nawabganj,Wheat,2525.0,2025-06-04
Uttar Pradesh,Gonda,Nawabganj,Wheat,2525.0,2025-07-01
Uttar Pradesh,Gonda,Nawabganj,Wheat,2525.0,2025-07-02
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2400.0,2025-07-04
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2450.0,2025-07-13
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2453.0,2025-05-11
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2480.0,2025-05-18
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2485.0,2025-05-17
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2500.0,2025-05-19
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2500.0,2025-07-25
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2550.0,2025-08-02
Uttar Pradesh,Lakhimpur,Paliakala,Wheat,2425.0,2025-05-13
Uttar Pradesh,Lakhimpur,Paliakala,Wheat,2425.0,2025-04-14
Uttar Pradesh,Lakhimpur,Paliakala,Wheat,2450.0,2025-05-29
Uttar Pradesh,Lakhimpur,Paliakala,Wheat,2475.0,2025-08-08
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2500.0,2025-05-16
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2500.0,2025-06-22
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2500.0,2025-08-06
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2500.0,2025-07-17
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2500.0,2025-04-21
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2500.0,2025-05-28
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2550.0,2025-05-31
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,2530.0,2025-08-05
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,2530.0,2025-06-12
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,2530.0,2025-07-21
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,2550.0,2025-07-31
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,2440.0,2025-04-15
Uttar Pradesh,Muzaffarnagar,Shahpur,Wheat,2510.0,2025-07-31
Uttar Pradesh,Shamli,Shamli,Wheat,2440.0,2025-04-17
Uttar Pradesh,Shamli,Shamli,Wheat,2450.0,2025-05-08
Uttar Pradesh,Shamli,Shamli,Wheat,2500.0,2025-06-04
Uttar Pradesh,Shamli,Shamli,Wheat,2550.0,2025-07-30
Uttar Pradesh,Shamli,Shamli,Wheat,2570.0,2025-07-10
Uttar Pradesh,Hathras,Sikandraraau,Wheat,2425.0,2025-05-07
Uttar Pradesh,Hathras,Sikandraraau,Wheat,2445.0,2025-05-03
Uttar Pradesh,Hathras,Sikandraraau,Wheat,2445.0,2025-07-13
Uttar Pradesh,Hathras,Sikandraraau,Wheat,2440.0,2025-07-20
Uttar Pradesh,Hathras,Sikandraraau,Wheat,2460.0,2025-04-23
Uttar Pradesh,Hathras,Sikandraraau,Wheat,2455.0,2025-04-12
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Wheat,2440.0,2025-04-23
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Wheat,2470.0,2025-07-01
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Wheat,2200.0,2025-06-12
Uttar Pradesh,Jhansi,Moth,Wheat,2510.0,2025-07-16
Uttar Pradesh,Jhansi,Moth,Wheat,2520.0,2025-05-04
Uttar Pradesh,Jhansi,Moth,Wheat,2540.0,2025-05-21
Uttar Pradesh,Jhansi,Moth,Wheat,2530.0,2025-06-27
Uttar Pradesh,Jhansi,Moth,Wheat,2540.0,2025-07-06
Uttar Pradesh,Jhansi,Moth,Wheat,2540.0,2025-06-29
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Wheat,2460.0,2025-05-24
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Wheat,2465.0,2025-05-06
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Wheat,2480.0,2025-06-09
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Wheat,2485.0,2025-06-06
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Wheat,2565.0,2025-08-14
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,2510.0,2025-08-11
Uttar Pradesh,Bulandshahar,Jahangirabad,Wheat,2430.0,2025-04-21
Uttar Pradesh,Bulandshahar,Jahangirabad,Wheat,2495.0,2025-07-08
Uttar Pradesh,Bulandshahar,Jahangirabad,Wheat,2495.0,2025-07-01
Uttar Pradesh,Bulandshahar,Jahangirabad,Wheat,2495.0,2025-06-21
Uttar Pradesh,Bulandshahar,Jahangirabad,Wheat,2500.0,2025-05-31
Uttar Pradesh,Shahjahanpur,Jalalabad,Wheat,2480.0,2025-04-22
Uttar Pradesh,Shahjahanpur,Jalalabad,Wheat,2490.0,2025-05-13
Uttar Pradesh,Shahjahanpur,Jalalabad,Wheat,2495.0,2025-04-25
Uttar Pradesh,Shahjahanpur,Jalalabad,Wheat,2500.0,2025-05-24
Uttar Pradesh,Shahjahanpur,Jalalabad,Wheat,2525.0,2025-06-20
Uttar Pradesh,Shahjahanpur,Jalalabad,Wheat,2550.0,2025-06-11
Uttar Pradesh,Jalaun (Orai),Jalaun,Wheat,2425.0,2025-04-20
Uttar Pradesh,Jalaun (Orai),Jalaun,Wheat,2425.0,2025-04-25
Uttar Pradesh,Jalaun (Orai),Jalaun,Wheat,2425.0,2025-04-17
Uttar Pradesh,Jalaun (Orai),Jalaun,Wheat,2425.0,2025-05-02
Uttar Pradesh,Jalaun (Orai),Jalaun,Wheat,2425.0,2025-05-13
Uttar Pradesh,Jalaun (Orai),Jalaun,Wheat,2490.0,2025-05-24
Uttar Pradesh,Jalaun (Orai),Jalaun,Wheat,2505.0,2025-08-02
Uttar Pradesh,Jalaun (Orai),Jalaun,Wheat,2554.0,2025-08-12
Uttar Pradesh,Sambhal,Muradabad,Wheat,2500.0,2025-05-29
Uttar Pradesh,Sambhal,Muradabad,Wheat,2520.0,2025-06-28
Uttar Pradesh,Sambhal,Muradabad,Wheat,2540.0,2025-07-09
Uttar Pradesh,Ghaziabad,Muradnagar,Wheat,2500.0,2025-07-08
Uttar Pradesh,Ghaziabad,Muradnagar,Wheat,2550.0,2025-07-30
Uttar Pradesh,Hamirpur,Muskara,Wheat,2450.0,2025-06-13
Uttar Pradesh,Hamirpur,Muskara,Wheat,2460.0,2025-07-18
Uttar Pradesh,Hamirpur,Muskara,Wheat,2500.0,2025-07-04
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Wheat,2550.0,2025-06-17
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Wheat,2550.0,2025-07-28
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Wheat,2560.0,2025-07-26
Uttar Pradesh,Bahraich,Naanpara,Wheat,2400.0,2025-08-07
Uttar Pradesh,Bahraich,Naanpara,Wheat,2410.0,2025-08-06
Uttar Pradesh,Bahraich,Naanpara,Wheat,2425.0,2025-07-14
Uttar Pradesh,Bahraich,Naanpara,Wheat,2450.0,2025-06-10
Uttar Pradesh,Bahraich,Naanpara,Wheat,2450.0,2025-06-02
Uttar Pradesh,Siddharth Nagar,Naugarh,Wheat,2475.0,2025-04-25
Uttar Pradesh,Bulandshahar,Sikarpur,Wheat,2435.0,2025-04-29
Uttar Pradesh,Bulandshahar,Sikarpur,Wheat,2432.0,2025-04-17
Uttar Pradesh,Bulandshahar,Sikarpur,Wheat,2492.0,2025-05-24
Uttar Pradesh,Bulandshahar,Sikarpur,Wheat,2495.0,2025-06-04
Uttar Pradesh,Bulandshahar,Sikarpur,Wheat,2520.0,2025-06-21
Uttar Pradesh,Prayagraj,Sirsa,Wheat,2450.0,2025-05-03
Uttar Pradesh,Prayagraj,Sirsa,Wheat,2550.0,2025-04-20
Uttar Pradesh,Prayagraj,Sirsa,Wheat,2550.0,2025-04-26
Uttar Pradesh,Prayagraj,Sirsa,Wheat,2600.0,2025-07-06
Uttar Pradesh,Prayagraj,Sirsa,Wheat,2700.0,2025-08-10
Uttar Pradesh,Prayagraj,Sirsa,Wheat,2700.0,2025-08-11
Uttar Pradesh,Sitapur,Sitapur,Wheat,2425.0,2025-05-19
Uttar Pradesh,Sitapur,Sitapur,Wheat,2425.0,2025-06-16
Uttar Pradesh,Sitapur,Sitapur,Wheat,2470.0,2025-08-07
Uttar Pradesh,Bulandshahar,Siyana,Wheat,2429.0,2025-04-23
Uttar Pradesh,Bulandshahar,Siyana,Wheat,2430.0,2025-04-17
Uttar Pradesh,Bulandshahar,Siyana,Wheat,2446.0,2025-04-27
Uttar Pradesh,Bulandshahar,Siyana,Wheat,2445.0,2025-05-12
Uttar Pradesh,Bulandshahar,Siyana,Wheat,2480.0,2025-05-20
Uttar Pradesh,Bulandshahar,Siyana,Wheat,2510.0,2025-07-10
Uttar Pradesh,Bulandshahar,Siyana,Wheat,2510.0,2025-06-16
Uttar Pradesh,Bulandshahar,Siyana,Wheat,2510.0,2025-06-30
Uttar Pradesh,Maharajganj,Partaval,Wheat,2425.0,2025-04-11
Uttar Pradesh,Maharajganj,Partaval,Wheat,2450.0,2025-05-30
Uttar Pradesh,Maharajganj,Partaval,Wheat,2470.0,2025-07-23
Uttar Pradesh,Maharajganj,Partaval,Wheat,2500.0,2025-08-05
Uttar Pradesh,Pillibhit,Pilibhit,Wheat,2490.0,2025-05-31
Uttar Pradesh,Pillibhit,Pilibhit,Wheat,2560.0,2025-06-09
Uttar Pradesh,Pillibhit,Pilibhit,Wheat,2430.0,2025-08-06
Uttar Pradesh,Pillibhit,Pilibhit,Wheat,2494.0,2025-06-24
Uttar Pradesh,Pratapgarh,Pratapgarh,Wheat,2475.0,2025-04-24
Uttar Pradesh,Pratapgarh,Pratapgarh,Wheat,2455.0,2025-04-26
Uttar Pradesh,Pratapgarh,Pratapgarh,Wheat,2460.0,2025-05-18
Uttar Pradesh,Pratapgarh,Pratapgarh,Wheat,2530.0,2025-06-24
Uttar Pradesh,Pratapgarh,Pratapgarh,Wheat,2540.0,2025-06-27
Uttar Pradesh,Pratapgarh,Pratapgarh,Wheat,2560.0,2025-07-26
Uttar Pradesh,Pratapgarh,Pratapgarh,Wheat,2535.0,2025-07-04
Uttar Pradesh,Siddharth Nagar,Naugarh,Wheat,2470.0,2025-05-15
Uttar Pradesh,Siddharth Nagar,Naugarh,Wheat,2550.0,2025-07-11
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2425.0,2025-04-15
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2425.0,2025-05-13
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2425.0,2025-05-14
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2450.0,2025-08-05
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2450.0,2025-07-22
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2500.0,2025-07-03
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2500.0,2025-06-19
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2500.0,2025-06-23
Uttar Pradesh,Maharajganj,Nautnava,Wheat,2500.0,2025-06-27
Uttar Pradesh,Gonda,Nawabganj,Wheat,2425.0,2025-04-15
Uttar Pradesh,Gonda,Nawabganj,Wheat,2475.0,2025-04-23
Uttar Pradesh,Gonda,Nawabganj,Wheat,2500.0,2025-06-30
Uttar Pradesh,Gonda,Nawabganj,Wheat,2500.0,2025-06-12
Uttar Pradesh,Gonda,Nawabganj,Wheat,2525.0,2025-06-21
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2470.0,2025-07-19
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2475.0,2025-05-03
Uttar Pradesh,Jalaun (Orai),Orai,Wheat,2485.0,2025-05-23
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-07-11
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-08-13
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-07-31
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-04-13
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-04-14
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-06-18
Uttar Pradesh,Lalitpur,Mehrauni,Wheat,2500.0,2025-04-24
Uttar Pradesh,Rampur,Milak,Wheat,2450.0,2025-05-06
Uttar Pradesh,Rampur,Milak,Wheat,2515.0,2025-06-02
Uttar Pradesh,Rampur,Milak,Wheat,2530.0,2025-07-21
Uttar Pradesh,Rampur,Milak,Wheat,2530.0,2025-06-19
Uttar Pradesh,Rampur,Milak,Wheat,2540.0,2025-07-08
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2425.0,2025-05-15
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2425.0,2025-05-23
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2475.0,2025-06-27
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2470.0,2025-06-23
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2520.0,2025-07-07
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,2530.0,2025-07-26
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2450.0,2025-05-02
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2460.0,2025-05-01
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2460.0,2025-04-09
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2460.0,2025-07-12
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2500.0,2025-05-08
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2475.0,2025-07-13
Uttar Pradesh,Kanpur Dehat,Pukharayan,Wheat,2460.0,2025-05-20
Uttar Pradesh,Kanpur Dehat,Pukharayan,Wheat,2515.0,2025-08-01
Uttar Pradesh,Kanpur Dehat,Pukharayan,Wheat,2400.0,2025-06-10
Uttar Pradesh,Kanpur Dehat,Pukharayan,Wheat,2410.0,2025-05-24
Uttar Pradesh,Kanpur Dehat,Pukharayan,Wheat,2480.0,2025-06-08
Uttar Pradesh,Kushinagar,Tamkuhi road,Wheat,2435.0,2025-05-16
Uttar Pradesh,Kushinagar,Tamkuhi road,Wheat,2435.0,2025-04-24
Uttar Pradesh,Kushinagar,Tamkuhi road,Wheat,2440.0,2025-04-21
Uttar Pradesh,Kushinagar,Tamkuhi road,Wheat,2475.0,2025-06-28
Uttar Pradesh,Shamli,Thanabhavan,Wheat,2500.0,2025-04-15
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2460.0,2025-05-09
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2490.0,2025-07-23
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2490.0,2025-05-26
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2520.0,2025-08-11
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2520.0,2025-06-03
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2550.0,2025-04-13
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2550.0,2025-06-27
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2430.0,2025-05-08
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2430.0,2025-05-04
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2430.0,2025-05-21
Uttar Pradesh,Prayagraj,Jasra,Wheat,2535.0,2025-07-18
Uttar Pradesh,Prayagraj,Jasra,Wheat,2550.0,2025-07-31
Uttar Pradesh,Etawah,Jasvantnagar,Wheat,2445.0,2025-04-26
Uttar Pradesh,Etawah,Jasvantnagar,Wheat,2450.0,2025-06-11
Uttar Pradesh,Etawah,Jasvantnagar,Wheat,2475.0,2025-04-14
Uttar Pradesh,Jaunpur,Jaunpur,Wheat,2450.0,2025-04-19
Uttar Pradesh,Jaunpur,Jaunpur,Wheat,2470.0,2025-04-25
Uttar Pradesh,Jaunpur,Jaunpur,Wheat,2485.0,2025-06-04
Uttar Pradesh,Jaunpur,Jaunpur,Wheat,2520.0,2025-07-02
Uttar Pradesh,Jaunpur,Jaunpur,Wheat,2530.0,2025-07-24
Uttar Pradesh,Jaunpur,Jaunpur,Wheat,2530.0,2025-06-12
Uttar Pradesh,Raebarelli,Jayas,Wheat,2425.0,2025-04-18
Uttar Pradesh,Raebarelli,Jayas,Wheat,2430.0,2025-04-29
Uttar Pradesh,Raebarelli,Jayas,Wheat,2460.0,2025-05-21
Uttar Pradesh,Raebarelli,Jayas,Wheat,2530.0,2025-06-14
Uttar Pradesh,Raebarelli,Jayas,Wheat,2480.0,2025-06-22
Uttar Pradesh,Raebarelli,Jayas,Wheat,2510.0,2025-07-08
Uttar Pradesh,Raebarelli,Jayas,Wheat,2520.0,2025-06-11
Uttar Pradesh,Raebarelli,Jayas,Wheat,2565.0,2025-08-14
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2500.0,2025-05-09
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2500.0,2025-06-19
Uttar Pradesh,Balrampur,Panchpedwa,Wheat,2550.0,2025-06-12
Uttar Pradesh,Maharajganj,Partaval,Wheat,2425.0,2025-05-07
Uttar Pradesh,Maharajganj,Partaval,Wheat,2450.0,2025-05-20
Uttar Pradesh,Maharajganj,Partaval,Wheat,2450.0,2025-05-22
Uttar Pradesh,Maharajganj,Partaval,Wheat,2450.0,2025-05-28
Uttar Pradesh,Maharajganj,Partaval,Wheat,2460.0,2025-06-24
Uttar Pradesh,Maharajganj,Partaval,Wheat,2475.0,2025-08-02
Uttar Pradesh,Maharajganj,Partaval,Wheat,2480.0,2025-08-04
Uttar Pradesh,Maharajganj,Partaval,Wheat,2515.0,2025-08-14
Uttar Pradesh,Pillibhit,Pilibhit,Wheat,2455.0,2025-05-01
Uttar Pradesh,Pillibhit,Pilibhit,Wheat,2570.0,2025-07-15
Uttar Pradesh,Pillibhit,Puranpur,Wheat,2480.0,2025-04-17
Uttar Pradesh,Pillibhit,Puranpur,Wheat,2570.0,2025-06-16
Uttar Pradesh,Pillibhit,Puranpur,Wheat,2445.0,2025-08-08
Uttar Pradesh,Unnao,Purwa,Wheat,2430.0,2025-04-14
Uttar Pradesh,Unnao,Purwa,Wheat,2445.0,2025-05-11
Uttar Pradesh,Unnao,Purwa,Wheat,2450.0,2025-05-03
Uttar Pradesh,Unnao,Purwa,Wheat,2475.0,2025-06-07
Uttar Pradesh,Unnao,Purwa,Wheat,2515.0,2025-06-21
Uttar Pradesh,Unnao,Purwa,Wheat,2515.0,2025-07-08
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2490.0,2025-07-06
Uttar Pradesh,Farukhabad,Mohamadabad,Wheat,2525.0,2025-08-14
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Wheat,2445.0,2025-04-25
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Wheat,2465.0,2025-06-27
Uttar Pradesh,Jhansi,Moth,Wheat,2520.0,2025-05-16
Uttar Pradesh,Jhansi,Moth,Wheat,2520.0,2025-07-25
Uttar Pradesh,Jhansi,Moth,Wheat,2570.0,2025-08-04
Uttar Pradesh,Jhansi,Moth,Wheat,2580.0,2025-08-13
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2425.0,2025-04-26
Uttar Pradesh,Shahjahanpur,Tilhar,Wheat,2460.0,2025-07-04
Uttar Pradesh,Balrampur,Tulsipur,Wheat,2380.0,2025-04-22
Uttar Pradesh,Balrampur,Tulsipur,Wheat,2450.0,2025-06-25
Uttar Pradesh,Balrampur,Tulsipur,Wheat,2730.0,2025-04-10
Uttar Pradesh,Firozabad,Tundla,Wheat,2520.0,2025-08-02
Uttar Pradesh,Firozabad,Tundla,Wheat,2530.0,2025-06-10
Uttar Pradesh,Badaun,Ujhani,Wheat,2450.0,2025-04-11
Uttar Pradesh,Badaun,Ujhani,Wheat,2425.0,2025-06-14
Uttar Pradesh,Badaun,Ujhani,Wheat,2425.0,2025-07-24
Uttar Pradesh,Badaun,Ujhani,Wheat,2450.0,2025-06-09
Uttar Pradesh,Unnao,Unnao,Wheat,2450.0,2025-05-23
Uttar Pradesh,Unnao,Unnao,Wheat,2465.0,2025-06-03
Uttar Pradesh,Jhansi,Jhansi (Grain),Wheat,2540.0,2025-06-04
Uttar Pradesh,Jhansi,Jhansi (Grain),Wheat,2555.0,2025-04-21
Uttar Pradesh,Jhansi,Jhansi (Grain),Wheat,2580.0,2025-04-16
Uttar Pradesh,Jhansi,Jhansi (Grain),Wheat,2510.0,2025-07-05
Uttar Pradesh,Jhansi,Jhansi (Grain),Wheat,2540.0,2025-07-19
Uttar Pradesh,Jhansi,Jhansi (Grain),Wheat,2560.0,2025-07-24
Uttar Pradesh,Jhansi,Jhansi (Grain),Wheat,2540.0,2025-08-13
Uttar Pradesh,Jhansi,Jhansi (Grain),Wheat,2575.0,2025-04-23
Uttar Pradesh,Kanpur Dehat,Jhijhank,Wheat,2435.0,2025-06-13
Uttar Pradesh,Kanpur Dehat,Jhijhank,Wheat,2460.0,2025-08-12
Uttar Pradesh,Jalaun (Orai),Kadaura,Wheat,2445.0,2025-04-29
Uttar Pradesh,Jalaun (Orai),Kadaura,Wheat,2445.0,2025-04-19
Uttar Pradesh,Jalaun (Orai),Kadaura,Wheat,2445.0,2025-08-07
Uttar Pradesh,Jalaun (Orai),Kadaura,Wheat,2445.0,2025-07-28
Uttar Pradesh,Jalaun (Orai),Kadaura,Wheat,2445.0,2025-07-30
Uttar Pradesh,Jalaun (Orai),Kadaura,Wheat,2450.0,2025-06-13
Uttar Pradesh,Farukhabad,Kamlaganj,Wheat,2455.0,2025-06-08
Uttar Pradesh,Farukhabad,Kamlaganj,Wheat,2500.0,2025-04-25
Uttar Pradesh,Farukhabad,Kamlaganj,Wheat,2480.0,2025-07-25
Uttar Pradesh,Kannuj,Kannauj,Wheat,2450.0,2025-05-07
Uttar Pradesh,Kannuj,Kannauj,Wheat,2450.0,2025-04-26
Uttar Pradesh,Kannuj,Kannauj,Wheat,2460.0,2025-05-17
Uttar Pradesh,Kannuj,Kannauj,Wheat,2470.0,2025-07-05
Uttar Pradesh,Shahjahanpur,Puwaha,Wheat,2562.0,2025-04-16
Uttar Pradesh,Shahjahanpur,Puwaha,Wheat,2500.0,2025-07-21
Uttar Pradesh,Shahjahanpur,Puwaha,Wheat,2520.0,2025-07-30
Uttar Pradesh,Shahjahanpur,Puwaha,Wheat,2435.0,2025-05-12
Uttar Pradesh,Shahjahanpur,Puwaha,Wheat,2450.0,2025-07-11
Uttar Pradesh,Hamirpur,Raath,Wheat,2425.0,2025-08-03
Uttar Pradesh,Hamirpur,Raath,Wheat,2425.0,2025-06-20
